"","Object.Number","Is.Highlight","Is.Public.Domain","Object.ID","Department","Object.Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist.Role","Artist.Prefix","Artist.Display.Name","Artist.Display.Bio","Artist.Suffix","Artist.Alpha.Sort","Artist.Nationality","Artist.Begin.Date","Artist.End.Date","Object.Date","Object.Begin.Date","Object.End.Date","Medium","Dimensions","Credit.Line","Geography.Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights.and.Reproduction","Link.Resource","Metadata.Date","Repository"
"48759","JP3107","False","True",56613,"Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Okumura Masanobu","Japanese, 1686–1764","","Masanobu Okumura","Japanese","1686      ","1764      ","ca. 1745",1735,1755,"Polychrome woodblock print; ink and color on paper","28 1/2 x 6 1/4 in. (72.4 x 15.9 cm)","Harris Brisbane Dick Fund and Rogers Fund, 1949","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56613","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"347949","89.4.250","False","False",500819,"Musical Instruments","Stringed Instrument","Stringed Instrument","Burmese","","","","","","","","","","","","","","late 19th century",1850,1900,"Coconut shell, bamboo","L. 41.9 cm (16-1/2 in.); Diam. of body 11.4 cm (4-1/2 in.)","The Crosby Brown Collection of Musical Instruments, 1889","","","","","Myanmar (formerly Burma)","","","","","","","Chordophone-Lute-plucked-unfretted","","http://www.metmuseum.org/art/collection/search/500819","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"252151","23.112.753","False","False",378828,"Drawings and Prints","Drawing","Design for Phaeton, no. 4096","","","","","","Manufacturer|Artist","","Brewster & Co.|Herman Stahmer","American, New York|American, 1857–1894","","Brewster & Co.|Stahmer, Herman","American|American","1857      ","1894      ","1890",1890,1890,"Pen and black in, watercolor and gouache with gum arabic","sheet: 5 15/16 x 9 in. (15.1 x 22.9 cm)","Gift of William Brewster, 1923","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/378828","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"83226","C.I.53.76.4a–h","False","True",112922,"Costume Institute","Pumps","Pumps","French","","","","","Designer","","Pierre Yantorny","Italian, 1874–1936","","Yantorny, Pierre","Italian","1874      ","1936      ","1914–19",1914,1919,"leather, silk","","Gift of Capezio Inc., 1953","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/112922","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"217298","27.82.6","False","False",342896,"Drawings and Prints","Print","Chastity","","","","","","Artist|Artist","Designed by","Agostino Veneziano (Agostino dei Musi)|Raphael (Raffaello Sanzio or Santi)","Italian, Venice ca. 1490–after 1536 Rome|Italian, Urbino 1483–1520 Rome","","Veneziano, Agostino|Raphael (Raffaello Sanzio or Santi)","Italian|Italian","1490      |1483      ","1536      |1520      ","dated 1516",1516,1516,"Engraving","6 7/16 x 4 7/16 in.  (16.3 x 11.2 cm)","Harris Brisbane Dick Fund, 1927","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/342896","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"319366","1972.80.10","False","True",452375,"Islamic Art","Carpet","Lotus-Patterned Ushak Carpet","","","","","","","","","","","","","","","probably first half 16th century",1500,1549,"Wool (warp, weft, and pile)","H. 118 in. (299.7 cm)
W. 71 in. (180.3 cm)","Gift of Joseph V. McMullan, 1972","Attributed to","","","","Turkey","","","","","","","Textiles-Rugs","","http://www.metmuseum.org/art/collection/search/452375","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"292030","17.50.17-371(448)","False","False",419590,"Drawings and Prints","Print","Ste. Lucie, vierge et martyre (St. Lucy, Virgin and Martyr), December 13th, from Les Images De Tous Les Saincts et Saintes de L'Année (Images of All of the Saints and Religious Events of the Year)","","","","","Les Images De Tous Les Saincts et Saintes de L'Année","Artist|Publisher","","Jacques Callot|Israël Henriet","French, Nancy 1592–1635 Nancy|French, Nancy ca. 1590–1661 Paris","","Callot, Jacques|Henriet, Israël","French|French","1592      |1590      ","1635      |1661      ","1636",1636,1636,"Etching; second state of two (Lieure)","Sheet: 2 9/16 x 1 15/16 in. (6.5 x 5 cm)","Purchase, Joseph Pulitzer Bequest, 1917","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/419590","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"10843","67.187.137","False","True",11813,"American Paintings and Sculpture","Painting","Portrait of a Girl with Flowers","","","","","","Artist","","Maurice Brazil Prendergast ","American, St. John’s, Newfoundland 1858–1924 New York","","Prendergast, Maurice Brazil","American","1858      ","1924      ","ca. 1910–13",1910,1913,"Oil on canvas","21 x 18 in. (53.3 x 45.7 cm)","Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/11813","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"256994","63.625.44","False","False",383848,"Drawings and Prints","Print","Head of an Old Woman from Antwerp","","","","","","Artist","","Félicien Rops","Belgian, Namur 1833–1898 Essonnes","","Rops, Félicien","Belgian","1833      ","1898      ","1833–98",1833,1898,"Drypoint and aquatint; 1st state of nine; proof","sheet: 12 1/8 x 9 in. (30.8 x 22.9 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/383848","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"207970","1999.325.177","False","True",327773,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Old Syrian","","","","","","","","","","","","","ca. 1820–1730 B.C.",-1820,-1730,"Hematite","H.  13/16 in. (2 cm);  Diam.  5/16 in. (0.8 cm)","Gift of Nanette B. Kelekian, in memory of Charles Dikran and Beatrice Kelekian, 1999","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327773","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"228951","2002.234.1","False","False",354733,"Drawings and Prints","Print","The Friend","","","","","","Artist","","Erich Heckel","German, Döbeln 1883–1970 Radolfzell","","Heckel, Erich","German","1883      ","1970      ","1954",1954,1954,"Etching; second state","Sheet:  (15-13/16 x 11-7/16 inches) 40.2 x 29 cm
Plate:  (9-3/4 x 6-7/16 inches) 24.7 x 16.3 cm","Gift of Dietrich von Bothmer, 2002","","","","","","","","","","","","Prints","© 2017 Artists Rights Society (ARS), New York","http://www.metmuseum.org/art/collection/search/354733","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"421794","28.99.508","False","True",696599,"Medieval Art","Fragment","Fragment","European or Middle Eastern","","","","","","","","","","","","","","ca. 1150–ca. 1250",1125,1275,"Glass, ceramic","L. 1 13/16 in. (4.6 cm)","Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean, 1928","","","","","","","","","","","","Glass-Vessels","","http://www.metmuseum.org/art/collection/search/696599","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"300597","Burdick 205(27)","False","False",428564,"Drawings and Prints","Print","Album 205, page 27","","","","","","","","","","","","","","","1887–92",1887,1892,"Commercial color lithographs","Sheet: 15 1/8 x 12 3/16 in. (38.4 x 31 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/428564","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"306914","66.509.2","False","False",435006,"Drawings and Prints","Print","Park","","","","","","Artist","","Linda Plotkin","American, born 1938","","Plotkin, Linda","American","1938      ","","1967",1967,1967,"Soft-ground etching","Plate: 6 1/4 × 5 1/2 in. (15.9 × 14 cm)
Sheet: 10 × 9 1/2 in. (25.4 × 24.1 cm)","John B. Turner Fund, 1966","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/435006","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"241841","53.600.1674","False","False",368147,"Drawings and Prints","Print","Le Matin (Morning), from Les Quatres Heures du Jour (The Four Times of Day)","","","","","","Artist|Artist","After","Louis Jacques Cathelin|Joseph Vernet","French, Paris, 1739–1804|French, Avignon 1714–1789 Paris","","Cathelin, Louis Jacques|Vernet, Joseph","French|French","1739      |1714      ","1804      |1789      ","ca. 1765",1760,1770,"Etching and engraving","sheet: 17 5/8 x 22 3/8 in. (44.7 x 56.9 cm)","Harris Brisbane Dick Fund, 1953","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/368147","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"55069","1975.268.429","False","False",63545,"Asian Art","Jar","","Japan","Muromachi period (1392–1573)","","","","","","","","","","","","","",1392,1573,"Stoneware with incised kiln mark and natural ash glaze (Echizen ware)","H. 7 3/4 in. (19.7 cm); Diam. 7 3/8 in. (18.7 cm)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975","","","","","","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/63545","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"415634","23.40(14r)","False","True",684189,"Drawings and Prints","Books Prints Ornament & Architecture","Modelbuch new, aller Art, Nehens und Stickens (page 14r)","","","","","","Publisher|Binder","","Hermann Gülfferich|Riviere & Son(s)","1542–1554|London",", Frankfurt am Main","Gülfferich, Hermann|Riviere & Son(s)","German|British","1542      |1840      ","1554      |1939      ","1553",1553,1553,"Woodcut","Overall: 6 7/8 x 4 15/16 in. (17.5 x 12.5 cm)","Harris Brisbane Dick Fund, 1923","","","","","","","","","","","","Books|Prints|Ornament & Architecture","","http://www.metmuseum.org/art/collection/search/684189","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"206745","1978.261.2","False","True",326507,"Ancient Near Eastern Art","Stamp seal","Compartmented stamp seal","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2300,-1700,"Copper alloy/bronze","0.59 in. (1.5 cm)","Purchase, Mary C. Reed, Mrs. Peter Oliver and Mrs. Vladimir Littauer Gifts, 1978","","","","","","Bactria-Margiana","","","","","","Metalwork-Stamp Seals","","http://www.metmuseum.org/art/collection/search/326507","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"78137","1988.138.2","False","False",100398,"Costume Institute","Hat","Hat","French","","","","","Designer|Design House","","Christian Dior|House of Dior","French, Granville 1905–1957 Montecatini|French, founded 1947","","Dior, Christian|Dior, House of","French|French","1905      |1947      ","1957      |9999      ","early 1950s",1950,1955,"cotton","","Gift of Paul Roebling in memory of Olga Bellin Roebling, 1988","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/100398","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"213476","1984.1202.4","False","False",339040,"Drawings and Prints","Print; Poster","R.H. Russell Publications: Books","","","","","","Artist|Publisher","","Elisha Brown Bird|R. H. Russell","American, Dorchester, Massachusetts 1867–1943 Philadelphia, Pennsylvania|American, New York","","Bird, Elisha Brown|Russell, R. H.","American","1867      ","1943      ","ca. 1897",1892,1902,"Lithograph","Sheet: 27 1/2 × 14 15/16 in. (69.9 × 38 cm)
Image: 26 15/16 × 14 7/16 in. (68.5 × 36.7 cm)","Leonard A. Lauder Collection of American Posters, Gift of Leonard A. Lauder, 1984","","","","","","","","","","","","Prints|Posters","","http://www.metmuseum.org/art/collection/search/339040","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"13910","2006.235.69","False","True",15062,"American Paintings and Sculpture","Painting, miniature","Mr. Pierce","","","","","","Artist","","Augustus Fuller","1812–1873","","Fuller, Augustus","","1812      ","1873      ","1843",1843,1843,"Watercolor on ivory","2 5/8 x 2 1/8 in. (6.7 x 5.4 cm)","Fletcher Fund, 2006","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/15062","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"374465","09.180.557","False","False",569012,"Egyptian Art","Ring","Ring","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.",-1295,-1295,"Faience","diam. 2.1 cm (13/16 in)","Rogers Fund, 1909","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","","MMA excavations, 1908–09","","","","http://www.metmuseum.org/art/collection/search/569012","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"245153","24.32.3","False","False",371567,"Drawings and Prints","Print","The Winnower","","","","","","Artist|Lithographer","After","Jean-François Millet|Emile Vernier","French, Gruchy 1814–1875 Barbizon","","Millet, Jean-François|Vernier, Emile","French|French","1814      ","1875      ","n.d.",1825,1924,"Lithograph","Image: 9 7/16 × 6 7/8 in. (23.9 × 17.5 cm)
Sheet: 14 1/16 × 10 11/16 in. (35.7 × 27.2 cm)","Gift of Carl Zigrosser, 1924","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/371567","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"27926","20.152.182","False","False",33159,"Arms and Armor","Buckle","Buckle","German","","","","","","","","","","","","","","dated 1570",1570,1570,"Brass","1 1/2 x 1 1/8 in. (3.8 x 2.8 cm)","Gift of Bashford Dean, 1920","","","","","","","","","","","","Miscellaneous-Buckles & Ornament","","http://www.metmuseum.org/art/collection/search/33159","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"30263","2013.28","False","True",35917,"Arms and Armor","Breastplate with tassets","Breastplate with Tassets","German, Augsburg","","","","","","","","","","","","","","ca. 1530",1505,1555,"Steel, copper alloy, leather","H. 34 1/2 in. (87.6 cm); W. 14 in. (35.6 cm); Wt. 11 lb. 6 oz. (5160 g)","Purchase, The Sulzberger Foundation Inc. Gift, 2013","","Augsburg","","","","","","","","","","Armor Parts-Breastplates","","http://www.metmuseum.org/art/collection/search/35917","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"81115","C.I.65.22.11","False","False",107559,"Costume Institute","Hat","Hat","French","","","","","","","","","","","","","","1905",1905,1905,"beaver fur, feathers","","Gift of Mrs. Lyall Dean, Mrs. Borden Helmer, and the Estate of Bliss Reed Crocker, in memory of Mrs. William Reed Thompson and Mrs. Edward Reed Bliss, 1965","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/107559","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"101720","94.4.38","False","True",187682,"European Sculpture and Decorative Arts","Figure","Apple","Dutch, Delft","","","","","","","","","","","","","","18th century",1700,1799,"Tin-glazed earthenware","Overall (approximate): 2 1/2 × 3 1/2 in. (6.4 × 8.9 cm)","Gift of Henry G. Marquand, 1894","","","","","","","","","","","","Ceramics-Pottery","","http://www.metmuseum.org/art/collection/search/187682","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"166348","1994.423.2","False","False",267092,"Photographs","Photograph","Hanoi Opera House","","","","","","Artist","","Mitch Epstein","American, born 1952","","Epstein, Mitch","American","1952      ","","1993",1993,1993,"Chromogenic print","37.8 x 55.9 cm. (14  7/8  x 22  in.)","Purchase, Cynthia Hazen Polsky Gift, 1994","","","","","","","","","","","","Photographs","© Mitch Epstein","http://www.metmuseum.org/art/collection/search/267092","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"75542","1986.524a–c","False","False",95185,"Costume Institute","Ensemble","Ensemble","French","","","","","Manufacturer|Designer|Design House","Textile manufactured by","Taroni|Marc Bohan|House of Dior","Italian, founded 1880|French, born 1926|French, founded 1947","","Taroni|Bohan, Marc|Dior, House of","French|French","1880      |1926-08-22|1947      ","2026      |9999      ","fall/winter 1969–70",1969,1970,"silk","","Gift of Mireille Levy, 1986","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/95185","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"123179","2002.454.2","False","True",211482,"European Sculpture and Decorative Arts","Candelabrum","Four-light candelabrum (one of a pair)","French","","","","","Artist","","Antoine-Louis Barye","French, Paris 1796–1875 Paris","","Barye, Antoine-Louis","French","1796      ","1875      ","modeled ca. 1845, probably cast between 1864–75",1840,1875,"Bronze","Overall: 29 x 8 1/2 x 7 3/4 in. (73.7 x 21.6 x 19.7 cm)","Gift of Joseph G. Reinis, 2002","","","","","","","","","","","","Metalwork-Bronze","","http://www.metmuseum.org/art/collection/search/211482","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"135211","36.90.2180","False","False",225259,"European Sculpture and Decorative Arts","Piece","Piece","French or British","","","","","","","","","","","","","","19th century",1800,1899,"","No dimensions recorded.","Gift of The United Piece Dye Works, 1936","","","","","","","","","","","","Textiles-Trimmings","","http://www.metmuseum.org/art/collection/search/225259","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"204292","48.98.13","False","True",323796,"Ancient Near Eastern Art","Bracelet","Bracelet","","Sasanian or early Islamic","","","","","","","","","","","","","ca. 5th–6th century or 11th century  A.D.",5,6,"Silver","0.28 x 3.82 in. (0.71 x 9.7 cm)","Rogers Fund, 1948","","","","","","Iran","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/323796","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"237714","1970.681.11","False","True",363687,"Drawings and Prints","Drawing","Proposed Statue of St. Michael for St. Patrick's Church, Dumbarton","","","","","","Artist","","Eric Gill","British, Brighton, Sussex 1882–1940 Uxbridge, London","","Gill, Eric","British","1882      ","1940      ","ca. 1917",1912,1922,"Graphite and watercolor","sheet: 10 3/8 x 7 in. (26.3 x 17.8 cm)
mount: 13 5/16 x 9 3/4 in. (33.8 x 24.8 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1970","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/363687","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"255589","1980.1101.12B","False","False",382381,"Drawings and Prints","Drawing","A Theater, plan","","","","","","Patron|Architect","Competition sponsored by the|Designed by","National Institute for Architectural Education|William Van Alen","American|American, early 20th century","","National Institute for Architectural Education|Van, Alen William","American|American","1850      |1850      ","1999      |1950      ","1908",1908,1908,"Graphite, pen and black ink, grey and brown wash","roll width 65 in. (165.1 cm)","Gift of the National Institute for Architectural Education, 1980","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/382381","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"392476","SL.12.2016.2.3","False","False",642304,"Islamic Art","Mihrab","Mihrab","","","","","","","","","","","","","","","12th century",0,0,"Stone; carved","68 1/2 × 35 13/16 in. (174 × 91 cm)","Benaki Museum, Athens (ΓΕ 39021)

","Country of Origin|Attributed to","","","|","Iran|Iran","","","","","","","Stone","","http://www.metmuseum.org/art/collection/search/642304","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"308674","29.100.55","False","True",436953,"European Paintings","Drawing","George Moore (1852–1933)","","","","","","Artist","","Édouard Manet","French, Paris 1832–1883 Paris","","Manet, Édouard","French","1832      ","1883      ","1879",1879,1879,"Pastel on canvas","21 3/4 x 13 7/8 in. (55.2 x 35.2 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/436953","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"370111","20.3.645","False","False",562516,"Egyptian Art","Relief fragment, tomb of Meketre","Relief fragment, tomb of Meketre","","Middle Kingdom","Dynasty 12","reign of Amenemhat I, early","","","","","","","","","","","ca. 1981–1975 B.C.",-1981,-1975,"Limestone, paint","","Rogers Fund and Edward S. Harkness Gift, 1920","From","","","","Egypt","Upper Egypt, Thebes","Southern Asasif","Tomb of Meketre (TT 280, MMA 1101)","","MMA excavations, 1920","","","","http://www.metmuseum.org/art/collection/search/562516","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"418918","27.78.1(50)","False","False",690105,"Drawings and Prints","Print","Wilton album, folio 14i: Saint Simon, looking left, holding a staff","","","","","","Artist|Artist|Artist","After|After","Andrea Schiavone (Andrea Meldola)|Parmigianino (Girolamo Francesco Maria Mazzola)|Master F. P.","Italian, Zadar (Zara) ca. 1510?–1563 Venice|Italian, Parma 1503–1540 Casalmaggiore|Italian, active 16th century","","Schiavone, Andrea (Andrea Meldola)|Parmigianino (Girolamo Francesco Maria Mazzola)|Master F. P.","Italian|Italian|Italian","1510      |1503      |1500      ","1563      |1540      |1600      ","ca. 1540",1540,1540,"Etching","Sheet: 4 3/4 × 2 5/16 in. (12 × 5.8 cm)","Harris Brisbane Dick Fund, 1927","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/690105","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"343751","2006.32.37","False","False",490202,"Modern and Contemporary Art","Painting","The Lady's Flowers","","","","","","Artist","","Alfred Leslie","American, born New York, 1927","","Leslie, Alfred","American","1927      ","2027      ","1953",1953,1953,"Oil and newspaper on canvas","85 1/2 x 72 1/4 in. (217.2 x 183.5 cm)","The Muriel Kallis Steinberg Newman Collection, Gift of Muriel Kallis Newman, 2006","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/490202","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"171834","1994.251.527","False","False",272708,"Photographs","Negative","[Street Scene in Front of El Castillo de San Salvador de la Punta Fortress, Havana, Cuba]","","","","","","Artist","","Walker Evans","American, St. Louis, Missouri 1903–1975 New Haven, Connecticut","","Evans, Walker","American","1903      ","1975      ","1933",1933,1933,"Film negative","2 1/2 x 4 1/4 in.","Walker Evans Archive, 1994","","","","","","","","","","","","Negatives","© Walker Evans Archive, The Metropolitan Museum of Art","http://www.metmuseum.org/art/collection/search/272708","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"122844","50.194.156","False","False",211070,"European Sculpture and Decorative Arts","Medal","Charles Ferdinand, duc de Berry, (1778-1820)","French, Paris","","","","","Artist|Artist","Medalist:|Medalist:","Armand-Auguste Caqué|Jacques-Auguste Dieudonné","French, Saintes 1793–1881 Paris|ca. 1799–1873","","Caqué, Armand-Auguste|Dieudonné Jacques-Auguste","French","1793      |1794      ","1881      |1873      ","19th and 20th century",1800,1899,"Bronze","Diam. 2 in. (51 mm.)","Gift of Louis S. Levy, 1950","","","","","","","","","","","","Medals and Plaquettes-Reproductions","","http://www.metmuseum.org/art/collection/search/211070","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"178707","D.1994.262.2059","False","False",280502,"Photographs","Polaroid","[Beachside Sign, Destin, Florida]","","","","","","Artist","","Walker Evans","American, St. Louis, Missouri 1903–1975 New Haven, Connecticut","","Evans, Walker","American","1903      ","1975      ","August 12, 1974",1974,1974,"Instant color print","7.9 x 7.9 cm (3 1/8 x 3 1/8 in.)","Walker Evans Archive, 1994","","","","","","","","","","","","Photographs","© Walker Evans Archive, The Metropolitan Museum of Art","http://www.metmuseum.org/art/collection/search/280502","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"79682","C.I.43.126.75","False","False",104452,"Costume Institute","Slip","Slip","American","","","","","","","","","","","","","","1800–1943",1800,1943,"wool","","Gift of Mrs. E. V. Anderson, 1943","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/104452","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"51844","62.97.2","False","True",60082,"Asian Art","Disk","","Japan","Muromachi period (1392–1573)","","","","","","","","","","","","","",1392,1573,"Bronze, silver-gilt","Diam. 5 3/4 in. (14.6 cm)","Gift of Edna Bahr, 1962","","","","","","","","","","","","Metalwork","","http://www.metmuseum.org/art/collection/search/60082","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"106496","14.40.787","False","True",192759,"European Sculpture and Decorative Arts","Draw-top table","Draw-top table","French","","","","","Maker","School of","Hugues Sambin","French, Gray ca. 1520–1601 Dijon","","Sambin, Hugues","French","1520      ","1601      ","19th century",1800,1899,"Walnut","34 x 63 x 30 in.  (86.4 x 160.0 x 76.2 cm)","Bequest of Benjamin Altman, 1913","","","","","","","","","","","","Woodwork-Furniture","","http://www.metmuseum.org/art/collection/search/192759","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"168024","43.10.47","False","True",268802,"Photographs","Photograph","Hugh Miller","","","","","","Artist|Artist|Photography Studio","","David Octavius Hill|Robert  Adamson|Hill and Adamson","British, Perth, Scotland 1802–1870 Edinburgh, Scotland|British, St. Andrews, Scotland 1821–1848 St. Andrews, Scotland|British, active 1843–1848","","Hill, David Octavius|Adamson, Robert|Hill and Adamson","British, Scottish|British, Scottish|British, Scottish","1802      |1821      |1843      ","1870      |1848      |1848      ","1843–47",1843,1847,"Salted paper print from paper negative","","Gift of Mrs. Pirie MacDonald and Mr. and Mrs. Everett Tutchings, 1943","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/268802","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"219334","59.643.11","False","False",344999,"Drawings and Prints","Book","'Antón Perulero' satirical periodical with lithographic illustrations (Buenos Aires 1876)","","","","","","Subject","","Antón Perulero","Argentinian, active ca. 1875–76","","Perulero, Antón","Argentinian?","1875      ","1876      ","1876",1876,1876,"Letterpress and lithograph","","Harris Brisbane Dick Fund, 1959","","Buenos Aires","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/344999","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"436065","19.76.39","False","False",725701,"Drawings and Prints","Print","Noël!","","","","","","Artist","","Jean-Louis Forain","French, Reims 1852–1931 Paris","","Forain, Jean-Louis","","1852      ","1931      ","1914–18",1914,1918,"Collotype and letterpress","Image: 11 1/4 in. × 16 in. (28.5 × 40.6 cm)
Sheet: 14 15/16 × 21 9/16 in. (38 × 54.8 cm)","Rogers Fund, 1919","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/725701","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"237736","1986.1168.2","False","True",363711,"Drawings and Prints","Drawing","Young Pilgrim with Guardian Angel","","","","","","Artist","Attributed to","Sir George Hayter","British, London 1792–1871 London","","Hayter, George Sir","British","1792      ","1871      ","1820–71",1820,1871,"Pen and brown ink","sheet: 7 1/8 x 4 7/16 in. (18.1 x 11.3 cm)","Gift of Mrs. Charles Wrightsman, 1986","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/363711","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"410700","Burdick 327, R406-6.160","False","False",670515,"Drawings and Prints","Print baseball card","Mel Queen, Pitcher, Pittsburgh Pirates, from Picture Cards, series 6 (R406-6) issued by Bowman Gum","","","","","","Publisher","Issued by","Bowman Gum Company","","","Bowman Gum Company","American","1900      ","1999      ","1952",1952,1952,"Commerical color lithograph","Sheet: 3 1/8 x 2 1/16 in. (7.9 x 5.3 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/670515","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
